device_id,latitude,longitude,elevation,provider,global_group,available_RAM,unit_price_available_RAM,available_Storage,unit_price_available_Storage,available_vCPU,unit_price_available_vCPU,available_GPU,unit_price_available_GPU,available_TPU,unit_price_available_TPU
10000454,-34.33479,116.30439,,TELSTRA,1,1,1.3,2,1.1,5,15.0,0,120.0,0,200.0
10000464,-27.104932,151.601704,,TELSTRA,1,2,1.3,1,1.1,7,15.0,0,120.0,0,200.0
10000465,-31.78405,152.23097,,TELSTRA,1,3,1.3,1,1.1,8,15.0,0,120.0,0,200.0
10000466,-28.02056,153.36593,,TELSTRA,1,4,1.3,1,1.1,3,15.0,0,120.0,0,200.0
10000467,-37.025799,149.821924,,TELSTRA,1,2,1.3,2,1.1,4,15.0,0,120.0,0,200.0
10000468,-33.23556,121.70207,,TELSTRA,1,1,1.3,2,1.1,4,15.0,0,120.0,0,200.0
10000469,-37.34247,145.28203,,TELSTRA,1,4,1.3,1,1.1,4,15.0,0,120.0,0,200.0
10000470,-37.14381,141.38547,,TELSTRA,1,1,1.3,2,1.1,3,15.0,0,120.0,0,200.0
10000471,-35.1221,150.07516,,TELSTRA,2,1,0.12,1,0.3,6,15.0,0,130.0,0,200.0
10000472,-31.878128,116.136772,,TELSTRA,1,1,1.3,2,1.1,5,15.0,0,120.0,0,200.0
10000479,-36.36847,146.31137,,TELSTRA,1,4,1.3,1,1.1,7,15.0,0,120.0,0,200.0
10000480,-30.168258,151.692433,,TELSTRA,1,1,1.3,1,1.1,8,15.0,0,120.0,0,200.0
10000481,-33.91804,148.85725,,TELSTRA,1,2,1.3,2,1.1,1,15.0,0,120.0,0,200.0
10000482,-32.55399,137.70681,,TELSTRA,1,1,1.3,1,1.1,1,15.0,0,120.0,0,200.0
10000483,-31.87656,116.21021,,TELSTRA,1,3,1.3,2,1.1,4,15.0,0,120.0,0,200.0
10000484,-33.88952,151.278836,,OPTUS,1,1,1.0,1,0.9,6,15.0,0,120.0,0,200.0
10000485,-31.8361,115.8396,,TELSTRA,1,1,1.3,1,1.1,8,15.0,0,120.0,0,200.0
10000487,-35.18736,142.950341,,TELSTRA,1,1,1.3,2,1.1,8,15.0,0,120.0,0,200.0
10000489,-35.29717,149.18635,,TELSTRA,1,4,1.3,1,1.1,7,15.0,0,120.0,0,200.0
10000492,-35.0952,138.55264,,TELSTRA,1,2,1.3,1,1.1,3,15.0,0,120.0,0,200.0
10000495,-31.96939,115.81723,,TELSTRA,1,2,1.3,2,1.1,4,15.0,0,120.0,0,200.0
100005,-42.41492,147.263412,,OPTUS,1,2,1.0,2,0.9,1,15.0,0,120.0,0,200.0
10000560,-34.07157,118.26172,,TELSTRA,1,4,1.3,2,1.1,4,15.0,0,120.0,0,200.0
10000569,-32.46212,116.0957,,TELSTRA,1,1,1.3,2,1.1,4,15.0,0,120.0,0,200.0
10000571,-31.436696,152.897726,,MACQUARIE,1,2,0.2,2,0.5,2,15.0,0,120.0,0,200.0
10000608,-36.43958,142.24369,,TELSTRA,1,2,1.3,1,1.1,3,15.0,0,120.0,0,200.0
10000609,-37.8171,144.994,,TELSTRA,1,3,1.3,1,1.1,4,15.0,0,120.0,0,200.0
10000610,-24.80796,142.98636,,TELSTRA,1,4,1.3,2,1.1,2,15.0,0,120.0,0,200.0
10000620,-34.160925,136.061304,,OPTUS,1,4,1.0,1,0.9,6,15.0,0,120.0,0,200.0
10000631,-16.929924,145.76564,,OPTUS,1,2,1.0,2,0.9,3,15.0,0,120.0,0,200.0
10000687,-31.444239,152.893401,,MACQUARIE,1,2,0.2,1,0.5,8,15.0,0,120.0,0,200.0
100007,-41.210755,146.327361,206.0,OPTUS,1,1,1.0,1,0.9,1,15.0,0,120.0,0,200.0
10000707,-36.13382,146.9942,,OPTUS,1,4,1.0,2,0.9,5,15.0,0,120.0,0,200.0
10000726,-28.49706,114.800231,,TELSTRA,1,1,1.3,2,1.1,6,15.0,0,120.0,0,200.0
10000728,-33.67649,115.25078,,TELSTRA,2,3,0.12,1,0.3,7,15.0,0,130.0,0,200.0
10000729,-32.65778,117.12333,,TELSTRA,1,4,1.3,2,1.1,5,15.0,0,120.0,0,200.0
10000730,-32.55666,115.746099,,TELSTRA,1,4,1.3,1,1.1,5,15.0,0,120.0,0,200.0
10000731,-33.430884,122.745196,,TELSTRA,1,2,1.3,1,1.1,8,15.0,0,120.0,0,200.0
10000732,-27.44231,153.02948,,TELSTRA,1,4,1.3,2,1.1,1,15.0,0,120.0,0,200.0
10000733,-35.09833,139.31636,,TELSTRA,1,2,1.3,1,1.1,2,15.0,0,120.0,0,200.0
10000735,-31.24016,137.49349,,TELSTRA,1,3,1.3,1,1.1,4,15.0,0,120.0,0,200.0
10000786,-31.11315,117.929316,,TELSTRA,1,3,1.3,1,1.1,6,15.0,0,120.0,0,200.0
10000796,-23.69617,133.88437,,TELSTRA,1,2,1.3,1,1.1,5,15.0,0,120.0,0,200.0
10000799,-34.98724,138.56968,,TELSTRA,1,1,1.3,1,1.1,7,15.0,0,120.0,0,200.0
10000810,-33.777972,151.122575,,MACQUARIE,2,4,0.17,1,0.2,1,15.0,0,120.0,0,200.0
10000811,-38.43115,144.97055,,TELSTRA,1,3,1.3,1,1.1,4,15.0,0,120.0,0,200.0
10000844,-37.80172,141.52896,,TELSTRA,1,4,1.3,1,1.1,4,15.0,0,120.0,0,200.0
10000845,-31.49569,115.58841,,TELSTRA,1,1,1.3,1,1.1,5,15.0,0,120.0,0,200.0
10000847,-38.8133,146.1019,,TELSTRA,1,3,1.3,1,1.1,6,15.0,0,120.0,0,200.0
10000852,-38.32854,145.90193,,TELSTRA,2,1,0.12,1,0.3,4,15.0,0,130.0,0,200.0
10000853,-33.32125,147.57251,,TELSTRA,1,1,1.3,2,1.1,3,15.0,0,120.0,0,200.0
10000857,-36.56878,142.89965,,TELSTRA,1,3,1.3,2,1.1,2,15.0,0,120.0,0,200.0
10000913,-33.05963,151.58344,,TELSTRA,1,3,1.3,2,1.1,6,15.0,0,120.0,0,200.0
10000928,-31.427961,152.879351,,MACQUARIE,2,1,0.17,2,0.2,3,15.0,0,120.0,0,200.0
100011,-41.144326,146.078107,235.0,OPTUS,1,4,1.0,1,0.9,2,15.0,0,120.0,0,200.0
10001140,-35.110569,137.527133,,TELSTRA,1,1,1.3,1,1.1,5,15.0,0,120.0,0,200.0
10001225,-34.925389,138.600958,,TELSTRA,1,2,1.3,2,1.1,6,15.0,0,120.0,0,200.0
10001337,-35.25264,149.070993,,MACQUARIE,1,4,0.2,1,0.5,8,15.0,0,120.0,0,200.0
10001349,-33.98487,150.892141,,MACQUARIE,1,2,0.2,2,0.5,8,15.0,0,120.0,0,200.0
10001367,-33.9218,150.921182,,MACQUARIE,1,1,0.2,2,0.5,7,15.0,0,120.0,0,200.0
10001396,-33.77729,151.12111,,MACQUARIE,1,2,0.2,1,0.5,5,15.0,0,120.0,0,200.0
100014,-41.540577,146.536594,490.0,OPTUS,1,2,1.0,2,0.9,8,15.0,0,120.0,0,200.0
10001480,-34.493708,137.488453,,OPTUS,1,3,1.0,2,0.9,5,15.0,0,120.0,0,200.0
100015,-41.303633,146.775368,573.0,OPTUS,2,3,0.15,2,0.25,8,15.0,0,120.0,0,210.0
10001631,-26.774095,151.413925,,TELSTRA,1,2,1.3,2,1.1,6,15.0,0,120.0,0,200.0
10001699,-38.38017,142.22221,,OPTUS,2,2,0.15,2,0.25,1,15.0,0,120.0,0,210.0
10001700,-34.164706,142.159744,,OPTUS,1,2,1.0,1,0.9,8,15.0,0,120.0,0,200.0
100019,-41.427686,147.106531,,OPTUS,1,3,1.0,2,0.9,5,15.0,0,120.0,0,200.0
10001906,-32.940225,151.637547,,OPTUS,2,1,0.15,2,0.25,8,15.0,0,120.0,0,210.0
10001907,-33.733912,150.947858,,OPTUS,1,3,1.0,1,0.9,8,15.0,0,120.0,0,200.0
10001913,-27.657297,153.121952,,OPTUS,1,2,1.0,2,0.9,2,15.0,0,120.0,0,200.0
10001914,-37.816253,144.975929,,OPTUS,1,3,1.0,2,0.9,5,15.0,0,120.0,0,200.0
10002015,-34.001133,115.81015,,TELSTRA,2,3,0.12,2,0.3,2,15.0,0,130.0,0,200.0
10002033,-36.6694,142.30356,,OPTUS,1,3,1.0,2,0.9,1,15.0,0,120.0,0,200.0
10002041,-33.863596,151.212864,,MACQUARIE,1,2,0.2,2,0.5,4,15.0,0,120.0,0,200.0
10002089,-26.179152,152.061475,,OPTUS,1,4,1.0,2,0.9,2,15.0,0,120.0,0,200.0
10002106,-26.327327,151.880753,,OPTUS,1,1,1.0,2,0.9,7,15.0,0,120.0,0,200.0
10002107,-34.47699,138.99518,,OPTUS,1,1,1.0,2,0.9,7,15.0,0,120.0,0,200.0
10002141,-37.59069,144.22896,,OPTUS,1,2,1.0,1,0.9,4,15.0,0,120.0,0,200.0
10002162,-38.1574,145.16951,,TELSTRA,1,2,1.3,2,1.1,3,15.0,0,120.0,0,200.0
10002251,-28.01629,114.33359,,TELSTRA,1,2,1.3,2,1.1,4,15.0,0,120.0,0,200.0
100023,-35.306872,149.185646,,VODAFONE,1,2,1.5,2,1.25,2,15.0,0,120.0,0,200.0
10002322,-33.783998,151.128434,,MACQUARIE,2,4,0.17,2,0.2,4,15.0,0,120.0,0,200.0
10002327,-33.30777,149.09519,,TELSTRA,1,1,1.3,2,1.1,4,15.0,0,120.0,0,200.0
10002331,-31.01534,115.33496,,OPTUS,1,4,1.0,1,0.9,6,15.0,0,120.0,0,200.0
10002397,-33.79073,151.1394,,MACQUARIE,1,4,0.2,2,0.5,7,15.0,0,120.0,0,200.0
10002454,-29.707718,116.19475,,TELSTRA,1,3,1.3,1,1.1,1,15.0,0,120.0,0,200.0
10002458,-33.776043,151.12144,,MACQUARIE,2,2,0.17,1,0.2,3,15.0,0,120.0,0,200.0
10002464,-42.56642,147.866,,OPTUS,1,1,1.0,1,0.9,2,15.0,0,120.0,0,200.0
10002510,-41.2341,147.00945,,OPTUS,1,1,1.0,1,0.9,3,15.0,0,120.0,0,200.0
10002545,-16.44814,130.884212,,TELSTRA,1,2,1.3,1,1.1,7,15.0,0,120.0,0,200.0
10002547,-16.391595,131.890234,,TELSTRA,1,2,1.3,1,1.1,1,15.0,0,120.0,0,200.0
10002553,-41.183738,146.331305,,OPTUS,1,4,1.0,1,0.9,7,15.0,0,120.0,0,200.0
10002585,-31.4497,152.8832,,MACQUARIE,1,1,0.2,2,0.5,4,15.0,0,120.0,0,200.0
10002621,-35.55829,138.5997,,TELSTRA,1,3,1.3,1,1.1,5,15.0,0,120.0,0,200.0
10002753,-31.42933,152.8974,,MACQUARIE,1,1,0.2,1,0.5,6,15.0,0,120.0,0,200.0
10002760,-37.822485,144.974401,,OPTUS,1,3,1.0,2,0.9,7,15.0,0,120.0,0,200.0
10002792,-31.429718,152.90857,,MACQUARIE,1,3,0.2,2,0.5,1,15.0,0,120.0,0,200.0
100028,-42.801254,147.29781,139.0,OPTUS,1,2,1.0,2,0.9,7,15.0,0,120.0,0,200.0
10002838,-33.77686,151.1208,,MACQUARIE,1,3,0.2,1,0.5,8,15.0,0,120.0,0,200.0
10002851,-33.848379,151.212291,,OPTUS,2,1,0.15,1,0.25,8,15.0,0,120.0,0,210.0
10002863,-37.822696,144.975144,,OPTUS,1,4,1.0,1,0.9,1,15.0,0,120.0,0,200.0
10002864,-33.84716,151.21168,,OPTUS,1,4,1.0,1,0.9,7,15.0,0,120.0,0,200.0
10002865,-31.48154,152.91691,,OPTUS,1,2,1.0,2,0.9,6,15.0,0,120.0,0,200.0
10002871,-13.049747,131.044954,,OPTUS,1,4,1.0,1,0.9,1,15.0,0,120.0,0,200.0
10002872,-12.98616,131.143666,,OPTUS,1,1,1.0,1,0.9,2,15.0,0,120.0,0,200.0
10002878,-29.380843,153.303928,,OPTUS,1,4,1.0,1,0.9,1,15.0,0,120.0,0,200.0
10002883,-35.9796,146.64048,,OPTUS,1,3,1.0,1,0.9,7,15.0,0,120.0,0,200.0
10002890,-42.77815,147.24504,,TELSTRA,1,4,1.3,1,1.1,3,15.0,0,120.0,0,200.0
10002901,-33.861126,151.213852,,MACQUARIE,1,3,0.2,1,0.5,7,15.0,0,120.0,0,200.0
10002902,-33.86063,151.213404,,MACQUARIE,1,1,0.2,1,0.5,3,15.0,0,120.0,0,200.0
10002903,-33.859022,151.21374,,MACQUARIE,1,2,0.2,2,0.5,1,15.0,0,120.0,0,200.0
10002904,-33.858851,151.213912,,MACQUARIE,1,1,0.2,2,0.5,5,15.0,0,120.0,0,200.0
10002905,-33.858686,151.214147,,MACQUARIE,1,4,0.2,2,0.5,1,15.0,0,120.0,0,200.0
10002915,-24.39533,148.423411,,TELSTRA,2,2,0.12,1,0.3,8,15.0,0,130.0,0,200.0
10002916,-34.91353,138.56409,,TELSTRA,1,1,1.3,1,1.1,1,15.0,0,120.0,0,200.0
10002917,-34.91839,138.53821,,TELSTRA,1,4,1.3,2,1.1,3,15.0,0,120.0,0,200.0
10002922,-29.29248,115.59116,,TELSTRA,1,4,1.3,1,1.1,8,15.0,0,120.0,0,200.0
10002935,-34.16047,142.17871,,OPTUS,2,1,0.15,2,0.25,5,15.0,0,120.0,0,210.0
10002941,-34.513463,146.182293,,TELSTRA,1,3,1.3,1,1.1,4,15.0,0,120.0,0,200.0
10002947,-37.209437,145.842236,,TELSTRA,1,4,1.3,2,1.1,4,15.0,0,120.0,0,200.0
10002952,-34.71767,138.68501,,TELSTRA,1,2,1.3,2,1.1,2,15.0,0,120.0,0,200.0
10002961,-31.960379,115.867362,,OPTUS,1,4,1.0,1,0.9,7,15.0,0,120.0,0,200.0
10002962,-27.818857,152.681858,,OPTUS,1,3,1.0,1,0.9,1,15.0,0,120.0,0,200.0
10002964,-27.794748,152.708839,,OPTUS,3,1,0.005,1,0.08,1,15.0,0,140.0,0,200.0
10002967,-31.184284,118.100531,,TELSTRA,1,3,1.3,2,1.1,5,15.0,0,120.0,0,200.0
10002971,-31.42785,116.68238,,TELSTRA,1,1,1.3,2,1.1,1,15.0,0,120.0,0,200.0
10002973,-31.462869,152.87809,,MACQUARIE,1,3,0.2,1,0.5,5,15.0,0,120.0,0,200.0
10002975,-32.71077,151.60207,,OPTUS,1,4,1.0,2,0.9,1,15.0,0,120.0,0,200.0
10002986,-28.69071,153.22208,,TELSTRA,1,3,1.3,2,1.1,4,15.0,0,120.0,0,200.0
10002990,-33.654394,115.320443,,TELSTRA,1,4,1.3,1,1.1,5,15.0,0,120.0,0,200.0
10002991,-26.408334,146.241042,,OPTUS,3,3,0.005,1,0.08,7,15.0,0,140.0,0,200.0
10002993,-28.65249,153.21805,,TELSTRA,1,2,1.3,1,1.1,1,15.0,0,120.0,0,200.0
10002994,-32.31065,115.8319,,OPTUS,1,4,1.0,1,0.9,1,15.0,0,120.0,0,200.0
10002995,-31.81139,115.9189,,OPTUS,1,4,1.0,2,0.9,8,15.0,0,120.0,0,200.0
10003003,-34.88861,138.61513,,TELSTRA,1,3,1.3,2,1.1,6,15.0,0,120.0,0,200.0
10003005,-35.634346,144.122942,,TELSTRA,1,4,1.3,1,1.1,3,15.0,0,120.0,0,200.0
10003008,-33.785389,151.127389,,MACQUARIE,1,3,0.2,1,0.5,3,15.0,0,120.0,0,200.0
10003009,-36.61403,144.3658,,OPTUS,1,3,1.0,2,0.9,4,15.0,0,120.0,0,200.0
10003010,-36.676323,143.008682,,OPTUS,2,2,0.15,1,0.25,1,15.0,0,120.0,0,210.0
10003020,-38.29495,146.70174,,TELSTRA,1,1,1.3,2,1.1,5,15.0,0,120.0,0,200.0
10003026,-37.81517,144.97476,,OPTUS,1,2,1.0,1,0.9,7,15.0,0,120.0,0,200.0
10003027,-37.81524,144.95256,,OPTUS,1,1,1.0,2,0.9,3,15.0,0,120.0,0,200.0
10003028,-37.81674,144.97009,,OPTUS,1,1,1.0,2,0.9,2,15.0,0,120.0,0,200.0
10003030,-31.71865,115.99556,,OPTUS,1,2,1.0,1,0.9,1,15.0,0,120.0,0,200.0
10003061,-34.547405,117.2445,,TELSTRA,1,3,1.3,1,1.1,5,15.0,0,120.0,0,200.0
10003065,-27.14135,152.93059,,OPTUS,1,2,1.0,1,0.9,3,15.0,0,120.0,0,200.0
10003081,-42.77094,147.0521,,TELSTRA,1,3,1.3,1,1.1,7,15.0,0,120.0,0,200.0
10003083,-41.14542,146.13614,,TELSTRA,1,1,1.3,1,1.1,3,15.0,0,120.0,0,200.0
10003086,-35.32254,150.4375,,OPTUS,1,2,1.0,2,0.9,8,15.0,0,120.0,0,200.0
10003087,-35.361823,150.473083,,OPTUS,1,4,1.0,1,0.9,3,15.0,0,120.0,0,200.0
10003093,-33.780667,151.121283,,MACQUARIE,1,1,0.2,2,0.5,6,15.0,0,120.0,0,200.0
10003105,-35.742554,143.9428,,OPTUS,1,1,1.0,2,0.9,8,15.0,0,120.0,0,200.0
10003115,-28.75129,153.07709,,TELSTRA,1,2,1.3,2,1.1,2,15.0,0,120.0,0,200.0
10003117,-29.04919,151.27675,,TELSTRA,1,2,1.3,2,1.1,1,15.0,0,120.0,0,200.0
10003127,-35.31029,149.117116,,TELSTRA,1,4,1.3,1,1.1,6,15.0,0,120.0,0,200.0
10003131,-23.69496,133.83288,,TELSTRA,1,3,1.3,2,1.1,6,15.0,0,120.0,0,200.0
10003133,-12.56912,130.91792,,TELSTRA,1,2,1.3,2,1.1,2,15.0,0,120.0,0,200.0
10003134,-12.56944,130.91999,,TELSTRA,1,2,1.3,2,1.1,1,15.0,0,120.0,0,200.0
10003135,-35.05849,150.66821,,OPTUS,1,3,1.0,1,0.9,6,15.0,0,120.0,0,200.0
10003138,-32.030922,137.440994,,OPTUS,1,4,1.0,2,0.9,6,15.0,0,120.0,0,200.0
10003139,-35.128544,147.427814,,OPTUS,1,4,1.0,1,0.9,1,15.0,0,120.0,0,200.0
10003140,-34.922322,146.660262,,OPTUS,1,1,1.0,1,0.9,2,15.0,0,120.0,0,200.0
10003141,-30.954375,150.498092,,TELSTRA,1,3,1.3,2,1.1,1,15.0,0,120.0,0,200.0
10003143,-36.7291,146.1149,,TELSTRA,1,4,1.3,2,1.1,5,15.0,0,120.0,0,200.0
10003148,-12.42757,130.86289,,TELSTRA,1,4,1.3,1,1.1,7,15.0,0,120.0,0,200.0
10003152,-31.9591,115.89387,,TELSTRA,1,2,1.3,2,1.1,1,15.0,0,120.0,0,200.0
10003155,-33.798754,138.582893,,OPTUS,1,1,1.0,2,0.9,6,15.0,0,120.0,0,200.0
10003156,-35.939833,146.339665,,OPTUS,1,4,1.0,2,0.9,1,15.0,0,120.0,0,200.0
10003157,-37.567636,143.672031,,OPTUS,2,3,0.15,2,0.25,6,15.0,0,120.0,0,210.0
10003164,-36.208913,145.068241,,OPTUS,1,1,1.0,2,0.9,2,15.0,0,120.0,0,200.0
10003165,-30.95568,152.869553,,OPTUS,1,2,1.0,1,0.9,1,15.0,0,120.0,0,200.0
10003167,-36.199138,144.779981,,OPTUS,1,4,1.0,2,0.9,7,15.0,0,120.0,0,200.0
10003168,-36.045741,145.994427,,OPTUS,1,3,1.0,2,0.9,4,15.0,0,120.0,0,200.0
10003173,-37.33131,143.947793,,TELSTRA,1,2,1.3,2,1.1,5,15.0,0,120.0,0,200.0
10003176,-33.93052,115.21352,,TELSTRA,1,3,1.3,1,1.1,1,15.0,0,120.0,0,200.0
10003178,-24.83028,143.05966,,TELSTRA,1,1,1.3,2,1.1,5,15.0,0,120.0,0,200.0
10003179,-35.2279,144.39442,,OPTUS,2,3,0.15,1,0.25,5,15.0,0,120.0,0,210.0
10003188,-24.293381,143.196437,,TELSTRA,1,3,1.3,1,1.1,6,15.0,0,120.0,0,200.0
100032,-42.778523,147.187946,743.0,OPTUS,2,1,0.15,2,0.25,4,15.0,0,120.0,0,210.0
10003253,-27.435362,153.126856,,OPTUS,1,3,1.0,2,0.9,4,15.0,0,120.0,0,200.0
10003254,-27.452585,153.041527,,OPTUS,1,2,1.0,1,0.9,7,15.0,0,120.0,0,200.0
10003255,-27.414821,151.73634,,OPTUS,1,3,1.0,2,0.9,5,15.0,0,120.0,0,200.0
10003256,-33.901056,151.229836,,OPTUS,1,2,1.0,1,0.9,3,15.0,0,120.0,0,200.0
10003259,-37.57147,145.12561,,TELSTRA,2,1,0.12,1,0.3,6,15.0,0,130.0,0,200.0
10003275,-33.95148,151.16118,,TELSTRA,1,1,1.3,1,1.1,4,15.0,0,120.0,0,200.0
10003283,-38.04776,145.36966,,TELSTRA,3,1,0.003,2,0.1,1,15.0,0,150.0,0,240.0
10003306,-41.151642,146.818495,,TELSTRA,1,3,1.3,2,1.1,8,15.0,0,120.0,0,200.0
10003332,-37.841232,144.975926,,TELSTRA,1,2,1.3,1,1.1,3,15.0,0,120.0,0,200.0
10003347,-30.46394,116.03928,,TELSTRA,1,1,1.3,2,1.1,7,15.0,0,120.0,0,200.0
10003350,-26.643705,149.625913,,TELSTRA,1,4,1.3,2,1.1,8,15.0,0,120.0,0,200.0
10003388,-33.74066,122.29232,,TELSTRA,1,2,1.3,1,1.1,5,15.0,0,120.0,0,200.0
10003395,-30.38475,116.670847,,TELSTRA,1,3,1.3,1,1.1,1,15.0,0,120.0,0,200.0
10003399,-37.81261,147.648733,,TELSTRA,1,4,1.3,2,1.1,2,15.0,0,120.0,0,200.0
10003420,-42.54688,147.94858,,TELSTRA,1,1,1.3,2,1.1,8,15.0,0,120.0,0,200.0
10003421,-33.913901,150.944461,,MACQUARIE,2,1,0.17,2,0.2,1,15.0,0,120.0,0,200.0
10003425,-32.78118,117.50282,,TELSTRA,1,4,1.3,2,1.1,1,15.0,0,120.0,0,200.0
10003426,-27.445994,153.123211,,OPTUS,1,1,1.0,1,0.9,2,15.0,0,120.0,0,200.0
10003429,-27.723623,153.216065,,OPTUS,2,4,0.15,1,0.25,6,15.0,0,120.0,0,210.0
10003430,-27.704642,152.759315,,OPTUS,1,2,1.0,1,0.9,3,15.0,0,120.0,0,200.0
10003431,-26.398286,152.816241,,OPTUS,1,2,1.0,2,0.9,3,15.0,0,120.0,0,200.0
10003432,-28.247185,153.537223,,OPTUS,1,1,1.0,2,0.9,7,15.0,0,120.0,0,200.0
10003457,-33.9122,151.1196,,TELSTRA,1,2,1.3,1,1.1,3,15.0,0,120.0,0,200.0
10003597,-37.83698,144.99776,,TELSTRA,2,4,0.12,2,0.3,1,15.0,0,130.0,0,200.0
10003598,-29.67543,116.393163,,TELSTRA,1,3,1.3,2,1.1,2,15.0,0,120.0,0,200.0
10003661,-33.108366,151.489933,,MACQUARIE,2,1,0.17,1,0.2,8,15.0,0,120.0,0,200.0
10003964,-35.197819,149.153995,,OPTUS,1,1,1.0,1,0.9,3,15.0,0,120.0,0,200.0
10003965,-12.408358,130.87816,,OPTUS,1,2,1.0,1,0.9,8,15.0,0,120.0,0,200.0
10003966,-37.765241,144.922867,,OPTUS,3,1,0.005,2,0.08,6,15.0,0,140.0,0,200.0
10003967,-38.367989,144.082959,,OPTUS,1,1,1.0,1,0.9,8,15.0,0,120.0,0,200.0
10004014,-33.978085,150.886839,,MACQUARIE,1,2,0.2,1,0.5,8,15.0,0,120.0,0,200.0
10004037,-34.70258,140.84731,,TELSTRA,1,3,1.3,1,1.1,5,15.0,0,120.0,0,200.0
10004095,-35.05204,147.724765,,TELSTRA,1,1,1.3,2,1.1,2,15.0,0,120.0,0,200.0
10004096,-37.835024,145.09279,,OPTUS,1,2,1.0,1,0.9,4,15.0,0,120.0,0,200.0
10004122,-42.535353,147.365283,,TELSTRA,1,4,1.3,2,1.1,1,15.0,0,120.0,0,200.0
10004131,-33.960015,117.26515,,TELSTRA,2,2,0.12,1,0.3,4,15.0,0,130.0,0,200.0
10004135,-28.384845,114.437439,,TELSTRA,1,4,1.3,2,1.1,6,15.0,0,120.0,0,200.0
10004137,-37.57056,140.12361,,TELSTRA,1,4,1.3,2,1.1,5,15.0,0,120.0,0,200.0
10004146,-31.93755,141.46942,,TELSTRA,2,1,0.12,2,0.3,4,15.0,0,130.0,0,200.0
10004147,-12.73084,130.94982,,TELSTRA,1,3,1.3,2,1.1,7,15.0,0,120.0,0,200.0
10004158,-33.75705,150.69277,,TELSTRA,1,3,1.3,1,1.1,1,15.0,0,120.0,0,200.0
10004160,-34.55425,139.13412,,TELSTRA,1,1,1.3,1,1.1,6,15.0,0,120.0,0,200.0
10004176,-33.863094,151.217547,,MACQUARIE,1,1,0.2,1,0.5,3,15.0,0,120.0,0,200.0
10004177,-33.863924,151.22099,,MACQUARIE,1,2,0.2,2,0.5,7,15.0,0,120.0,0,200.0
10004178,-33.8627,151.222243,,MACQUARIE,1,4,0.2,1,0.5,3,15.0,0,120.0,0,200.0
10004179,-33.859886,151.222053,,MACQUARIE,1,1,0.2,2,0.5,3,15.0,0,120.0,0,200.0
10004180,-33.861354,151.221707,,MACQUARIE,1,2,0.2,1,0.5,8,15.0,0,120.0,0,200.0
10004181,-33.862482,151.220272,,MACQUARIE,1,2,0.2,1,0.5,7,15.0,0,120.0,0,200.0
10004183,-33.861303,151.221348,,MACQUARIE,1,3,0.2,2,0.5,6,15.0,0,120.0,0,200.0
10004187,-33.86035,151.22126,,MACQUARIE,1,4,0.2,2,0.5,6,15.0,0,120.0,0,200.0
10004188,-33.86071,151.217146,,MACQUARIE,1,3,0.2,1,0.5,8,15.0,0,120.0,0,200.0
